Rank,Metals Industry,Number Of Employees,"Change In 
 Rank",Industry,Company Description,"Revenues
 ($millions)","Revenue 
 Change","Profits
 ($millions)","Profit 
 Change","Assets
 ($millions)","Market Value 
 As of 3/31/20 ($m)"
752.0,G-iii Apparel Group,6050.0,-6.0,Clothing Company,"G-iii Apparel Group Is An American Clothing Company Which Designs, Manufactures, And Markets Women's And Men's Apparel In The United States.",3161.0,0.027,143.8,0.042,2565.0,370.0
753.0,Scotts Miracle-gro,5850.0,76.0,Manufacturing Company,"The Company Manufactures And Markets Fertilizers, Pest Controls, Plant Foods, Gardening Soils, Grass Seed, And Other Products In North America And Europe. Scotts Miracle-gro Also Provides Lawn Service In The United States.",3156.0,0.185,460.7,6.232,3029.0,5693.0
754.0,Apollo Global Management,1421.0,-,Private Equity Company,"Apollo Global Management, Inc., Is A Global Alternative Investment Manager Firm.",3145.0,2.235,843.2,-,8542.0,7739.0
755.0,E*trade Financial,4122.0,3.0,Financial Services Company,"E*trade Financial Corporation, A Subsidiary Of Morgan Stanley, Offers An Electronic Trading Platform To Trade Financial Assets Including Common Stocks, Preferred Stocks, Futures Contracts, Exchange-traded Funds, Options, Mutual Funds, And Fixed Income Investments. ",3145.0,0.036,955.0,-0.092,61416.0,7586.0
756.0,Toro,9329.0,79.0,Garden Company,"
the Toro Company Is An American Company That Designs, Manufactures, And Markets A Range Of Turf Maintenance Equipment, Snow Removal Equipment, And Irrigation System Supplies For Commercial And Residential Gardens, Public Parks, Golf Courses, Sports Fields, And Agricultural Fields.",3138.0,0.198,274.0,0.008,2331.0,6963.0
757.0,Southwest Gas Holdings,8944.0,26.0,Energy Holding Company,"The Company, Through Its Subsidiaries, Provides Natural Gas Operation, Construction, And Distribution Services. Southwest Gas Holdings Serves Customers In North America.",3120.0,0.083,213.9,0.174,8170.0,3834.0
758.0,Gms,5858.0,94.0,"
wholesalers: Diversified","At Gypsum Management & Supply (gms), You Get Everything You Need From Drywall, Insulation, Acoustical Ceiling Tile, Or Metal To Tape, Knives, Tools, And More.",3116.0,0.241,56.0,-0.111,2150.0,666.0
759.0,Cooper-standard Holdings,28000.0,-87.0,Automotive,The Company Is A Leading Global Supplier Of Systems And Components For The Automotive Industry.,3108.0,-0.142,67.5,-0.348,2636.0,173.0
760.0,Acadia Healthcare,35600.0,3.0,Healthcare,"The Company Provides Psychiatric And Chemical Dependency Services, Inpatient Psychiatric Hospitals, Residential Treatment Centers, Outpatient Clinics, And Therapeutic School Based Programs. Acadia Healthcare Serves Customers The United States.",3108.0,0.032,108.9,-,6879.0,1629.0
761.0,Tetra Tech,20000.0,12.0,Engineering Services Company,"Tetra Tech Is A Leading Provider Of Consulting, Engineering, Program Management, Construction Management And Technical Services Worldwide.",3107.0,0.048,158.7,0.159,2147.0,3862.0
762.0,Primoris Services,9700.0,12.0,Construction,"Primoris Services Corporation Is A Publicly Traded Specialty Construction And Infrastructure Company, With A Particular Focus On Pipelines For Natural Gas, Wastewater And Water.",3106.0,0.057,82.3,0.063,1831.0,767.0
763.0,Tempur Sealy International,7400.0,48.0,Furnishings,"Tempur Sealy International, Inc. Is The World's Largest Bedding Provider.",3106.0,0.136,189.5,0.886,3062.0,2277.0
764.0,H&r Block,44600.0,-29.0,Tax Preparation Company,"H&r Block, Inc. Provides A Wide Range Of Financial Products And Services Through Its Subsidiaries. ",3095.0,-0.021,422.5,-0.311,3300.0,2710.0
765.0,Qorvo,8100.0,3.0,Wireless Handsets,"Qorvo Is An American Semiconductor Company That Designs, Manufactures, And Supplies Radio-frequency Systems For Applications That Drive Wireless And Broadband Communications, As Well As Foundry Services. ",3090.0,0.039,133.1,-,5808.0,9328.0
766.0,Tri Pointe Group,1386.0,-49.0,Real Estate,Tri Pointe Group Is A Family Of Regional Homebuilders Built On A Strong Corporate Foundation.,3083.0,-0.055,207.2,-0.232,3859.0,1177.0
767.0,Cracker Barrel Old Country Store,73000.0,-6.0,Restaurant Company,"Cracker Barrel Old Country Store, Inc. Is An American Chain Of Combined Restaurant And Gift Stores With A Southern Country Theme.",3072.0,0.014,223.4,-0.098,1581.0,1993.0
768.0,Elanco Animal Health,6080.0,-,Pharmaceutical Company,"Elanco Is A World Leader In Developing Innovative Products And Solutions That Enhance Animal Health, Empowering The People That Raise And Care For Animals.",3071.0,-,67.9,-,8986.0,8923.0
769.0,Pra Health Sciences,17500.0,16.0,Research Company,We Are A Global Healthcare Intelligence Partner With Everything You Need To Take Your Assets From Concept To Compound To Cure.,3066.0,0.068,243.0,0.579,3544.0,5278.0
770.0,First Solar,6600.0,150.0,Solar Company,First Solar: A Leading Global Provider Of Comprehensive Pv Solar Solutions Which Use Its Advanced Module And System Technology.,3063.0,0.365,-114.9,-1.796,7516.0,3803.0
771.0,Amc Networks,2588.0,-2.0,Media Company,Amc Networks Inc. Amc Networks Inc. Operates As A Holding Company Which Produces Independent Films And Original Programming Through Its Subsidiaries.,3060.0,0.03,380.5,-0.147,5597.0,1351.0
772.0,Xilinx,4433.0,76.0,Semiconductor Manufacturing Company,Xilinx Is A Technology Company That Develops Flexible And Adaptive Processing Platforms.,3059.0,0.205,889.8,0.737,5151.0,19394.0
773.0,Green Plains,820.0,-129.0,Ethanol; Commodity‎,The Company Is The Third Largest Ethanol Fuel Producer In North America.,3055.0,-0.205,-166.9,-11.479,1698.0,170.0
774.0,Columbia Sportswear,8900.0,26.0,Outerwear Company,"The Company Manufactures And Distributes Outerwear, Sportswear, And Footwear, As Well As Headgear, Camping Equipment, Ski Apparel, And Outerwear Accessories.",3043.0,0.086,330.5,0.232,2932.0,4703.0
775.0,Nexstar Media Group,14891.0,29.0,Telecommunications Company,"Nexstar Broadcasting Group, Inc., Is A Television Broadcasting And Digital Media Company.",3039.0,0.099,230.3,-0.409,13990.0,2648.0
776.0,Southwestern Energy,923.0,-134.0,Natural Gas Liquids Company,"American Natural Gas Exploration And Production Company Organized In Delaware And Headquartered In Spring, Texas. ",3038.0,-0.213,891.0,0.659,6717.0,914.0
777.0,Greenbrier,17100.0,74.0,Marine Engineering / Railways‎,"The Greenbrier Companies Builds, Leases, Repairs, Supplies, And Manages Railcars In North America, South America, Europe, And The Middle East.",3034.0,0.204,71.1,-0.532,2991.0,578.0
778.0,Presidio,2900.0,10.0,Information Technology,"Presidio Provides Managed Services And Network Solutions Technologies.
",3026.0,0.059,35.2,-0.738,2871.0,-
779.0,Citrix Systems,8400.0,-12.0,Software Company,"Citrix Systems, Inc. Is An American Multinational Software Company That Provides Server, Application And Desktop Virtualization, Networking, Software As A Service, And Cloud Computing Technologies. ",3011.0,0.012,681.8,0.184,4389.0,17320.0
780.0,Mettler-toledo International,15525.0,-5.0,Analytical Laboratory Instrument Manufacturing Company,Mettler Toledo Is A Multinational Manufacturer Of Scales And Analytical Instruments. ,3009.0,0.025,561.1,0.095,2789.0,16559.0
781.0,Trinity Industries,11875.0,73.0,Corporate Group Company,"Trinity Industries, Inc. Manufactures Transportation, Construction, And Industrial Products.",3005.0,0.198,137.6,-0.136,8701.0,1924.0
782.0,Mutual Of America Life Insurance,1202.0,-27.0,Financial Services,"Mutual Of America Life Insurance Company Operates As A Brokerage Firm. The Company Buys And Sells Securities Such As Stocks, Bonds, Mutual Funds, And Other Investment Products. ",3005.0,-0.013,-21.2,-2.325,23658.0,-
783.0,Lincoln Electric Holdings,11000.0,-21.0,Manufacturing Company,"Lincoln Electric Holdings, Inc. Is An American Multinational And A Global Manufacturer Of Welding Products, Arc Welding Equipment, Welding Consumables, Plasma And Oxy-fuel Cutting Equipment And Robotic Welding Systems.",3003.0,-0.008,293.1,0.021,2371.0,4151.0
784.0,Tailored Brands,16500.0,-63.0,Retail Company,"Tailored Brands, Inc. Is An American Retail Holding Company For Various Men's Apparel Stores.",2999.0,-0.074,-82.3,-1.988,2419.0,84.0
785.0,A.o. Smith,15100.0,-54.0,Manufacturing Company,A. O. Smith Corporation Is An American Manufacturer Of Both Residential And Commercial Water Heaters And Boilers And The Largest Manufacturer And Marketer Of Water Heaters In North America.,2993.0,-0.061,370.0,-0.167,3058.0,6125.0
786.0,Arcbest,13000.0,-41.0,Logistics & Supply Chain,Arcbest Is A Multibillion-dollar Freight And Logistics Solutions Provider That Solves Complex Supply Chain Challenges.,2988.0,-0.034,40.0,-0.406,1651.0,444.0
787.0,Godaddy,7024.0,44.0,Domain Registrar,"Godaddy Inc. Is An American Publicly Traded Internet Domain Registrar And Web Hosting Company Headquartered In Scottsdale, Arizona And Incorporated In Delaware. ",2988.0,0.123,137.0,0.777,6301.0,9988.0
788.0,Skywest,13700.0,-63.0,Regional Airline,"It Primarily Serves Major Air Carriers Via Contracts With Alaska Airlines, American Airlines, Delta Air Lines, And United Airlines.",2972.0,-0.078,340.1,0.213,6657.0,1316.0
789.0,Boston Properties,760.0,24.0,Real Estate Investment Trust Company,"Boston Properties, Inc. Is An Integrated, Self-administered And Self-managed Real Estate Investment Trust (reit).",2961.0,0.09,521.5,-0.105,21285.0,14307.0
790.0,Enable Midstream Partners,1735.0,-97.0,Oil & Energy,"Enable Midstream Partners Is A Leading Midstream Pipeline Company With Gathering, Processing, Transportation And Storage Assets In Some Of The Most Attractive Oil And Gas Plays In The United States. ",2960.0,-0.137,396.0,-0.24,12266.0,1119.0
791.0,Middleby,9778.0,21.0,Commercial Company,The Middleby Corporation Is A Global Leader In The Foodservice Equipment Industry.,2959.0,0.087,352.2,0.111,5002.0,3196.0
792.0,Now,4300.0,-53.0,Oil And Gas ,"It Is A Leading Global Supplier Of Energy And Industrial Solutions, Products And Engineered Equipment Packages. From A Network Of Locations Across More Than 20 Countries And A Complementary Suite Of Online Digital Channels, Dnow Provides Thousands Of Pvf, Mro And Oem Products To The Energy And Industrial Markets Worldwide. ",2951.0,-0.056,-97.0,-2.865,1591.0,564.0
793.0,Unisys,20800.0,3.0,Information Technology Company,"It Provides It Services, Software, And Technology.",2949.0,0.044,-17.2,-1.228,2504.0,777.0
794.0,Visteon,11000.0,-28.0,Automotive Company,Visteon Is The Largest Automotive Supplier Focused Exclusively On Cockpit Electronics And Is Leading The Transition Of Digital Cockpits To Autonomous Driving.,2945.0,-0.013,70.0,-0.573,2271.0,1344.0
795.0,Graham Holdings,15902.0,26.0,Conglomerate Company,Graham Holdings Company Is A Diversified Education And Media Company Whose Operations Include Educational Services.,2932.0,0.088,327.9,0.209,5931.0,1791.0
796.0,Resolute Forest Products,6700.0,-140.0,Pulp And Paper,"Resolute Forest Products Is A Global Leader In The Forest Products Industry With A Diverse Range Of Products, Including Market Pulp, Tissue, Wood Products And Papers, Which Are Marketed In Close To 70 Countries.",2923.0,-0.222,-47.0,-1.2,3626.0,109.0
797.0,Caleres,11400.0,-4.0,Footwear Company,Caleres Inc. Is An American Footwear Company That Owns And Operates A Variety Of Footwear Brands. ,2922.0,0.031,62.8,-,2432.0,208.0
798.0,Agnc Investment,51.0,-,Real Estate Investment Trust Company,"We Invest Predominately In Agency Residential Mortgage-backed Securities On A Leveraged Basis, Financed Primarily Through Collateralized Borrowings Structured As Repurchase Agreements.",2920.0,1.083,688.0,4.333,113082.0,5723.0
799.0,Hill-rom Holdings,10000.0,-9.0,Medical Device Manufacturer,Hillrom Is A Medical Technology Provider.,2907.0,0.021,152.2,-0.397,4919.0,6739.0
800.0,Moog,12809.0,18.0,Aerospace And Defense,"Moog Is An American-based Designer And Manufacturer Of Motion And Fluid Controls And Control Systems For Applications In Aerospace, Defense, Industrial And Medical Devices. ",2905.0,0.072,179.7,0.863,3114.0,1713.0
801.0,Legg Mason,3246.0,-65.0,Investment Management Company,"The Company, Through Its Subsidiaries, Provides Investment Management And Related Services To Institutional And Individual Clients, Company-sponsored Mutual Funds And Other Pooled Investment Vehicles.",2903.0,-0.075,-28.5,-1.1,7794.0,4245.0
802.0,Atmos Energy,4776.0,-60.0,Natural Gas Distribution Company,Atmos Energy Is Engaged In Regulated Utility Operations. ,2902.0,-0.069,511.4,-0.152,13368.0,12133.0
803.0,Woodward,9023.0,95.0,Manufacturing Company,"Woodward, Inc. An American Designer, Manufacturer, And Service Provider Of Control Systems And Control System Components For Aircraft Engines, Industrial Engines And Turbines, Power Generation And Mobile Industrial Equipment. Woodward, Inc. ",2900.0,0.247,259.6,0.439,3957.0,3698.0
804.0,Palo Alto Networks,7014.0,108.0,Cybersecurity Company,"Palo Alto Networks Provides A Wide Suite Of Enterprise-level Next Generation Firewalls, With A Diverse Range Of Security Features For Your Network.",2900.0,0.276,-81.9,-,6592.0,16348.0
805.0,H.b. Fuller,6369.0,-48.0,Adhesive Manufacturing Company,H.b. Fuller Company Is A Major American Adhesives Manufacturing Company Supplying Industrial Adhesives Worldwide.,2897.0,-0.047,130.8,-0.236,3986.0,1436.0
806.0,Akamai Technologies,7724.0,9.0,Internet Company,"Akamai Technologies, Inc. Is A Global Content Delivery Network, Cybersecurity, And Cloud Service Company, Providing Web And Internet Security Services.",2894.0,0.066,478.0,0.602,7007.0,14811.0
807.0,Avaya Holdings,7900.0,-18.0,Holding Company,"Avaya Holdings Corp., Through Its Subsidiaries, Provides Digital Communications Products, Solutions, And Services For Businesses Worldwide.",2887.0,0.013,-671.0,-,6950.0,771.0
808.0,Maximus,29600.0,70.0,Health Care Company,"Maximus Inc., Trademarked As Maximus, Is An American Outsourcing Company That Provides Business Process Services To Government Health And Human Services Agencies In The United States, Australia, Canada, Saudi Arabia And The United Kingdom.",2887.0,0.207,240.8,0.091,1746.0,3722.0
809.0,Perkinelmer,13000.0,-7.0,Corporation,"Perkinelmer, Inc., Previously Styled Perkin-elmer, Is An American Global Corporation Focused In The Business Areas Of Diagnostics, Life Science Research, Food, Environmental And Industrial Testing. Its Capabilities Include Detection, Imaging, Informatics, And Service. ",2884.0,0.038,227.6,-0.044,6539.0,8379.0
810.0,Hawaiian Electric Industries,3841.0,-23.0,Company,"Hawaiian Electric Industries, Inc. Is The Largest Supplier Of Electricity In The State Of Hawaii, Supplying Power To 95% Of Hawaii's Population Through Its Electric Utilities.",2875.0,0.005,217.9,0.08,13745.0,4699.0
811.0,Kansas City Southern,7040.0,5.0,Public Company,"Kansas City Southern Is A Delaware-registered Pure Transportation Holding Company With Railroad Investments In The United States, Mexico, And Panama. ",2866.0,0.056,538.9,-0.141,9787.0,12229.0
812.0,Aptargroup,14000.0,-7.0,Packaging And Drug Delivery Devices,"Aptargroup, Inc., Also Known As Aptar, Is A United States-based Global Manufacturer Of Consumer Dispensing Packaging And Drug Delivery Devices.",2860.0,0.034,242.2,0.244,3562.0,6475.0
813.0,Public Storage,5900.0,-6.0,Self Storage Company,"Public Storage Operates As A Real Estate Investment Trust. The Firm Engages In Acquiring, Developing, Owning And Operating Self-storage Facilities.",2847.0,0.034,1520.5,-0.111,11365.0,34685.0
814.0,Selective Insurance Group,2400.0,25.0,Insurance Company,"Selective Insurance Group Inc Is A Regional Property-casualty Insurer Based In New Jersey, With Most Of Its Operations Focused In The New York Metropolitan Area.",2847.0,0.101,271.6,0.518,8797.0,2968.0
815.0,Itt,10500.0,-7.0,Manufacturing Company,"The Company Produces Specialty Components For The Aerospace, Transportation, Energy And Industrial Markets. ",2846.0,0.037,325.1,-0.026,4108.0,3993.0
816.0,Donaldson,14100.0,-6.0,Filtration Company,"Donaldson Company, Inc. Is A Vertically Integrated Filtration Company Engaged In The Production And Marketing Of Air Filters Used In A Variety Of Industry Sectors, Including Commercial/industrial, Aerospace, Chemical, Alternative Energy And Pharmaceuticals.",2845.0,0.04,267.2,0.482,2143.0,4897.0
817.0,Park Hotels & Resorts,488.0,-8.0,Real Estate ,Park Hotels & Resorts Is One Of The Largest Publicly-traded Lodging Real Estate Investment Trusts.,2844.0,0.039,306.0,-0.352,11290.0,1898.0
818.0,Kirby,5550.0,-48.0,Video Game Series,Kirby Is An Action-platformer Video Game Series Developed By Hal Laboratory And Published By Nintendo.,2838.0,-0.045,142.3,0.814,6079.0,2608.0
819.0,Hawaiian Holdings,7437.0,-27.0,Scheduled Air Transportation Company,"Hawaiian Airlines, Hawaii's Largest And Longest-serving Airline, Offers Non-stop Service To Hawaii From The U.s. Mainland And International Destinations.",2832.0,-0.002,224.0,-0.04,4127.0,480.0
820.0,Popular,8560.0,7.0,Banking,Innovative And Convenient Products And Services Designed To Help You Bank Better.,2831.0,0.058,671.1,0.086,52115.0,3103.0
821.0,Range Resources,655.0,-105.0,Production Company,"Range Resources Corporation Is A Petroleum And Natural Gas Exploration And Production Company Organized In Delaware And Headquartered In Fort Worth, Texas.",2828.0,-0.139,-1716.3,-,6612.0,581.0
822.0,Pc Connection,2609.0,-2.0,Information Technology,Pc Connection Is A Direct Marketer Of A Range Of Information Technology (it) Solutions.,2820.0,0.045,82.1,0.271,937.0,1086.0
823.0,Amica Mutual Insurance,3983.0,-,Insurance Company,"Amica Mutual Insurance Company Is A Rhode Island-based Mutual Insurance Company That Offers Auto, Home And Life Insurance.",2809.0,0.044,173.3,0.178,6383.0,-
824.0,Enersys,11000.0,17.0,Storage Battery Manufacturing Company,"Enersys Manufactures And Distributes Reserve Power And Motive Power Batteries, Battery Chargers, Power Equipment, Battery Accessories And Outdoor Equipment Enclosure Systems To Customers Worldwide.",2808.0,0.088,160.2,0.34,3118.0,2095.0
825.0,Helmerich & Payne,8502.0,34.0,Drilling Oil And Gas Wells Company,"Helmerich & Payne, Inc. Is An American Petroleum Contract Drilling Company Engaged In Oil And Gas Well Drilling And Related Services For Exploration And Production Companies Headquartered In Tulsa, Oklahoma, With Operations Throughout The World.",2799.0,0.125,-33.7,-1.07,5840.0,1704.0
826.0,Nlv Financial,1278.0,-,Insurance Company,"The Company Offers Annuities, Retirement, Mutual Funds, And Life Insurance Services.",2772.0,0.455,223.5,0.49,35766.0,-
827.0,Valmont Industries,9862.0,-21.0,Manufacturing Company,"Valmont Is A Global Leader Of Engineered Products And Services For Infrastructure, And Water-conserving Irrigation Equipment For Agriculture.",2767.0,0.004,153.8,0.63,2763.0,2281.0
828.0,Pae,20000.0,-,International Trade & Development,Pacific Architects And Engineers Is An American Defense And Government Services Contractor.,2764.0,0.06,-49.8,-,1371.0,597.0
829.0,Texas Roadhouse,35554.0,39.0,Restaurants,"Texas Roadhouse Is An American Chain Restaurant That Specializes In Steaks Around A Western Theme And Is A Subsidiary Of Texas Roadhouse Inc, Which Is Headquartered In Louisville, Kentucky. ",2756.0,0.122,174.5,0.103,1984.0,2867.0
830.0,Cooper Tire & Rubber,8720.0,-32.0,Manufacturing Company,"Cooper Tire & Rubber Company Is An American Company That Specializes In The Design, Manufacture, Marketing And Sales Of Replacement Automobile And Truck Tires, And Subsidiaries That Specialize In Medium Truck, Motorcycle And Racing Tires.",2753.0,-0.02,96.4,0.259,2802.0,819.0
831.0,Euronet Worldwide,7700.0,18.0,Credit Card Service Company,"Euronet Worldwide Is An American-headquartered Worldwide Provider Of Electronic Payment Services With Headquarters In Leawood, Kansas.",2750.0,0.084,346.7,0.489,4658.0,4588.0
832.0,Zillow Group,5249.0,-,Real Estate,"The Company Provides Information About Homes, Real Estate Listings, And Mortgages Through Their Website And Mobile Applications. ",2743.0,1.057,-305.4,-,6132.0,7411.0
833.0,Atlas Air Worldwide Holdings,3587.0,-7.0,Airlines,"The Company, Through Its Subsidiaries, Provides Aircraft, Crew, Commercial And Military Charter, Maintenance, And Insurance Freighter Aircraft To Major Airlines Around The World.",2739.0,0.023,-293.1,-2.083,5386.0,666.0
834.0,Energizer Holdings,7500.0,-,Consumer Goods, American Manufacturer And One Of The World's Largest Manufacturers Of Batteries.,2730.0,0.518,51.1,-0.453,5450.0,2100.0
835.0,Magellan Midstream Partners,1884.0,-40.0,Publicly Traded Company,"Magellan Midstream Partners, L.p. Is Primarily Involved In The Storage, Transportation, And Distribution Of Refined Petroleum Products And Ammonia. ",2728.0,-0.035,1020.8,-0.235,8438.0,8310.0
836.0,Hain Celestial Group,5441.0,-64.0,Foodstuffs,"The Hain Celestial Group, Inc. Is An American Food Company Whose Main Focus Is Foods And Personal Care Products. ",2711.0,-0.087,-183.3,-19.91,2583.0,2711.0
837.0,Univision Communications,4500.0,-36.0,Media Company,"The Company Broadcasts Entertainment, Sports, News, And Lifestyle Shows. Univision Communications Operates In The United States.",2704.0,-0.032,286.8,58.75,9321.0,-
838.0,Equity Residential,2700.0,4.0,Real Estate Investment Trust Company,Equity Residential Is A Publicly Traded Real Estate Investment Trust That Invests In Apartments. ,2701.0,0.048,970.4,0.476,21173.0,22955.0
839.0,Allison Transmission Holdings,3700.0,-22.0,Automotive,Allison Transmission Is An American Manufacturer Of Commercial Duty Automatic Transmissions And Hybrid Propulsion Systems.,2698.0,-0.006,604.0,-0.055,4450.0,3819.0
840.0,Colony Capital,400.0,-12.0,Private Equity Company,"Colony Capital, Inc. Is A Leading Global Digital Infrastructure, Real Estate, And Investment Management Firm That Creates Long-term Value Through Identifying And Capitalizing On Differentiated Investment Opportunities",2690.0,0.009,-1048.8,-,19832.0,853.0
841.0,Ttm Technologies,25700.0,-50.0,Electrical & Electronic Manufacturing,"Ttm Technologies, Inc. Is An Independent Provider Of Time-critical, One-stop Manufacturing Services For Printed Circuit Boards. The Circuit Boards Serve As A Foundation For Electronic Products Such As Routers, Switches, Servers, Memory Modules, And Cellular Base Stations. ",2689.0,-0.055,41.3,-0.762,3561.0,1096.0
842.0,Clear Channel Outdoor Holdings,5900.0,-,Out-of-home Advertising Company,"Clear Channel Outdoor Holdings, Inc. Operates As A Holding Company. The Company, Through Its Subsidiaries, Provides Out-of-home Display Advertising Such As Digital Billboards, Posters, Panels, Wallscapes, And Mobile Advertising Services. Clear Channel Outdoor Holdings Serves Customers In The United States.",2684.0,-0.014,-363.3,-,6393.0,299.0
843.0,Guess,15800.0,-7.0,Clothing Company,"Guess Is An American Clothing Brand And Retailer. In Addition To Clothing For Both Men And Women, Guess Markets Other Fashion Accessories Such As Watches, Jewelry, Perfumes, Bags And Shoes",2678.0,0.026,96.0,5.807,2429.0,444.0
844.0,Rent-a-center,14500.0,-14.0,Furniture Company,"Rent-a-center Is An American Public Furniture And Electronics Rent-to-own Company Based In Plano, Texas",2670.0,0.004,173.5,19.436,1583.0,781.0
845.0,Take-two Interactive Software,4894.0,-,Video Game Company,"Take-two Interactive Software, Inc. Is An American Video Game Holding Company Based In New York City",2668.0,0.488,333.8,0.924,4243.0,13453.0
846.0,Vishay Intertechnology,22400.0,-87.0,Semiconductor Manufacturing Company,"Global Manufacturer Of Semiconductors (diodes, Mosfets, And Optoelectronics) And Passive Electronic Components (resistors, Inductors And Capacitors).",2668.0,-0.121,163.9,-0.526,3121.0,2084.0
847.0,Transunion,8000.0,54.0,Information Technology,"Transunion Offers Total Credit Protection All In One Place From Credit Score, Credit Report And Credit Alert. Check Your Credit Score Today From Transunion!",2656.0,0.146,346.9,0.254,7113.0,12560.0
848.0,Cooper,12000.0,2.0,Entertainment,"The Cooper Company Represents A Roster Of Dynamic Choreographers, Directors, Actors, And Authors. Our Choreographers Are Counted Among The Leaders In The Worlds Of Film, Television, And Theater.",2653.0,0.048,466.7,2.336,6275.0,14702.0
849.0,Fleetcor Technologies,8700.0,23.0,Commercial Company,"The Company Offers Payment Solutions Which Help Businesses Control, Simplify, And Secure Payment For Fuel, General Payables, Toll, And Lodging Expenses. Fleetcor Technologies Serves Customers Worldwide.",2649.0,0.088,895.1,0.103,12249.0,15936.0
850.0,Rh,4750.0,6.0,Retail-store Company,"The Company Offers Products Such As Furniture, Lighting, Textiles, Bathware, Decor, Outdoor, And Garden, As Well As Baby And Child Products. Rh Distributes Its Products Through Retail Stores, Catalogs, And Websites.",2647.0,0.057,220.4,0.463,2446.0,1933.0
851.0,Renewable Energy Group,829.0,28.0,Renewable Energy,"Renewable Energy Group Produces And Supplies Renewable Fuels Like Biodiesel And Renewable Diesel, Renewable Chemicals, And Other Products",2643.0,0.106,380.1,0.3,1785.0,801.0
852.0,Bluelinx Holdings,2189.0,-66.0,Wholesale Company,"Bluelinx Corporation, Is A Leading Distributor Of Building Products In North America.",2637.0,-0.079,-17.7,-,971.0,46.0
853.0,California Resources,1250.0,-104.0,Petroleum Industry,California Resources Corporation Operates As An Independent Oil And Natural Gas Exploration And Production Company In The State Of California. ,2634.0,-0.14,-28.0,-1.085,6958.0,49.0
854.0,Topbuild,10400.0,28.0,Construction Industry.,The Company Offers Residential Insulation Products And Related Accessories. Topbuild Serves Customers In The United States.,2624.0,0.101,191.0,0.417,2604.0,2400.0
855.0,Charles River Laboratories International,17100.0,61.0,Pharmaceutical Company,"Charles River Laboratories International, Inc. Provides Research Tools And Support Services For Drug Discovery And Development. ",2621.0,0.157,252.0,0.113,4693.0,6246.0
856.0,Comfort Systems Usa,12000.0,78.0,"Heating, Ventilation, And Air Conditioning Company","Comfort Systems Usa, Inc. Provides Heating, Ventilation And Air Conditioning Installation, Maintenance, Repair And Replacement Services Within The Mechanical Services Industry",2615.0,0.198,114.3,0.013,1505.0,1338.0
857.0,Verisk Analytics,9180.0,20.0,Data Analytics,"Verisk Is A Leading Data Analytics Provider Serving Customers In Insurance, Energy And Specialized Markets, And Financial Services. ",2607.0,0.089,449.9,-0.249,7055.0,22730.0
858.0,Resmed,7240.0,36.0,Medication Company,"It Primarily Provides Cloud-connectable Medical Devices For The Treatment Of Sleep Apnea, Chronic Obstructive Pulmonary Disease, And Other Respiratory Conditions.",2607.0,0.114,404.6,0.282,4108.0,21301.0
859.0,Teleflex,14400.0,11.0,Medical Device Manufacturing,Teleflex Is A Global Provider Of Medical Technologies Designed To Improve The Health And Quality Of People's Lives.,2595.0,0.06,461.5,1.298,6310.0,13580.0
860.0,New Jersey Resources,1108.0,-81.0,Holding Company,New Jersey Resources Corporation Provides Retail And Wholesale Energy Services.,2592.0,-0.111,169.5,-0.274,4373.0,3247.0
861.0,New Residential Investment,3387.0,61.0,Real Estate,New Residential Investment Corp. Is A Public Real Estate Investment Trust Focused On Investing In The Residential Housing Sector.,2586.0,0.156,563.3,-0.416,44864.0,2082.0
862.0,Interactive Brokers Group,1643.0,26.0,Foreign Exchange Company," It Is An Automated Global Electronic Market Maker And Broker Specializing In Routing Orders And Executing And Processing Trades In Securities, Futures, And Foreign Exchange Instruments.",2580.0,0.09,161.0,-0.047,71676.0,3313.0
863.0,Zayo Group Holdings,3781.0,-25.0,Privately Held Company,"Zayo Group Holdings, Inc. Provides Bandwidth Infrastructure Services. The Company Offers Dark Fiber, Wavelengths, Sonet, Ethernet, Ip, And Carrier-neutral Colocation And Interconnection. Zayo Group Holdings Serves Customers Worldwide.",2578.0,-0.01,150.0,0.472,9335.0,-
864.0,Herman Miller,8000.0,20.0,Furniture Company,Herman Miller Is A Globally Recognized Provider Of Furnishings And Related Technologies And Services.,2567.0,0.078,160.5,0.253,1569.0,1311.0
865.0,Grocery Outlet Holding,765.0,-,Supermarket Company,"Grocery Outlet Holding Corp. Is A Chain Of Discount Supermarkets That Offer Discounted, Overstocked And Closeout Products From Name Brand And Private Label Suppliers. ",2560.0,0.119,15.4,-0.028,2186.0,3087.0
866.0,J.crew Group,9400.0,-6.0,Specialty Retail Company,"The Company Offers An Assortment Of Women's, Men's, And Children's Apparel And Accessories, Including Swimwear, Outerwear, Lounge-wear, Bags, Sweaters, Denim, Dresses, Suiting, Jewelry, And Shoes.",2540.0,0.023,-78.8,-,1599.0,-
867.0,Century Communities,1460.0,78.0,Construction Company,"Century Communities, Inc. Operates As A Home Building And Construction Company. The Company Offers Acquisition, Development, Construction, Marketing, Sale And Management Services For Various Residential Projects. Century Communities Serves Clients In The United States.",2536.0,0.181,113.0,0.171,2500.0,483.0
868.0,Eldorado Resorts,15500.0,103.0,Hospitality,"Eldorado Resort Inc. Manages Multiple Casinos, Hotels And Restaurants In Reno.",2528.0,0.23,81.0,-0.149,5641.0,1120.0
